,chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
10246,CHEMBL2445993,129,F,Homo sapiens,35,35,False,0.0,13.0,37.142857142857146,9,,,,,,,,,,,,,,
10247,CHEMBL2445994,129,F,Homo sapiens,37,37,False,0.0,36.0,97.29729729729728,9,,,,,,,,,,,,,,
10248,CHEMBL2446107,56,B,Homo sapiens,19,19,False,0.0,19.0,100.0,9,,,,,,,,,,,,,,
10249,CHEMBL2446108,56,B,Homo sapiens,19,19,False,0.0,19.0,100.0,9,,,,,,,,,,,,,,
10250,CHEMBL2446501,12923,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,12923.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10251,CHEMBL2446502,12209,B,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,9,12209.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10252,CHEMBL2446503,11060,B,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,9,11060.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10253,CHEMBL2446504,10186,B,Homo sapiens,43,43,False,0.0,19.0,44.1860465116279,9,10186.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10254,CHEMBL2446505,15,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,15.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10255,CHEMBL2446506,10193,B,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,9,10193.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10256,CHEMBL2446588,10260,B,Homo sapiens,23,23,False,0.0,23.0,100.0,9,,,,,,,,,,,,,,
10257,CHEMBL2446589,10260,B,Homo sapiens,32,32,False,0.0,32.0,100.0,9,,,,,,,,,,,,,,
10258,CHEMBL2446781,12476,B,Rattus norvegicus,69,69,False,0.0,2.0,2.898550724637681,9,,,,,,,,,,,,,,
10259,CHEMBL2446782,12476,B,Rattus norvegicus,130,130,False,0.0,125.0,96.15384615384616,9,,,,,,,,,,,,,,
10260,CHEMBL2446795,10143,F,Homo sapiens,26,26,False,0.0,26.0,100.0,9,,,,,,,,,,,,,,
10261,CHEMBL2446797,11336,B,Homo sapiens,23,23,False,0.0,23.0,100.0,9,,,,,,,,,,,,,,
10262,CHEMBL2446798,10143,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,,,,,,,,,,,,,,
10263,CHEMBL2446799,10475,B,Homo sapiens,43,43,False,0.0,42.0,97.67441860465117,9,,,,,,,,,,,,,,
10264,CHEMBL2446800,10477,B,Homo sapiens,24,24,False,0.0,12.0,50.0,9,,,,,,,,,,,,,,
10265,CHEMBL2447445,11,B,Homo sapiens,59,59,False,0.0,1.0,1.6949152542372878,9,11.0,3.4.21.5,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Thrombin,True,True,True,True
10266,CHEMBL2448771,17045,A,Homo sapiens,51,51,False,0.0,24.0,47.058823529411775,9,17045.0,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
10267,CHEMBL2449559,11398,B,Homo sapiens,303,303,False,0.0,151.0,49.83498349834985,9,11398.0,"('7.6.2.1', '7.6.2.2')",EC_NUMBER,transporter  ntpase  atp binding cassette  mdr,ABCB subfamily,7,translocase,transporter_ntpase,transporter,"('P-type phospholipid transporter', 'ABC-type xenobiotic transporter')",False,True,True,True
10268,CHEMBL3047051,11039,B,Mus musculus,34,34,False,0.0,16.0,47.058823529411775,9,11039.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
10269,CHEMBL3047076,93,B,Homo sapiens,72,72,False,0.0,36.0,50.0,9,93.0,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
10270,CHEMBL3047240,234,B,Homo sapiens,50,50,False,0.0,25.0,50.0,9,234.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10271,CHEMBL3047467,100684,B,Avian myeloblastosis virus,55,55,False,0.0,20.0,36.36363636363637,9,,,,,,,,,,,,,,
10272,CHEMBL3047468,10869,B,Homo sapiens,70,70,False,0.0,35.0,50.0,9,10869.0,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
10273,CHEMBL3047469,101467,B,Plasmodium falciparum,34,34,False,0.0,17.0,50.0,9,,,,,,,,,,,,,,
10274,CHEMBL3047578,11416,B,Homo sapiens,36,36,False,0.0,5.0,13.888888888888893,9,11416.0,2.5.1.18,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Glutathione transferase,True,True,True,True
10275,CHEMBL3048936,18006,B,Arabidopsis thaliana,51,51,False,0.0,1.0,1.96078431372549,9,18006.0,2.2.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Acetolactate synthase,True,True,True,True
10276,CHEMBL3048937,18006,B,Arabidopsis thaliana,51,51,False,0.0,20.0,39.21568627450981,9,18006.0,2.2.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Acetolactate synthase,True,True,True,True
10277,CHEMBL3048938,18006,B,Arabidopsis thaliana,51,51,False,0.0,23.0,45.098039215686285,9,18006.0,2.2.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Acetolactate synthase,True,True,True,True
10278,CHEMBL3048939,18006,B,Arabidopsis thaliana,51,51,False,0.0,25.0,49.01960784313725,9,18006.0,2.2.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Acetolactate synthase,True,True,True,True
10279,CHEMBL3049525,104383,B,Homo sapiens,73,73,False,0.0,35.0,47.94520547945206,9,104383.0,1.3.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Protoporphyrinogen oxidase,True,True,True,True
10280,CHEMBL3049693,125,B,Homo sapiens,72,72,False,0.0,72.0,100.0,9,,,,,,,,,,,,,,
10281,CHEMBL3049995,18006,B,Arabidopsis thaliana,33,33,False,0.0,14.0,42.42424242424242,9,18006.0,2.2.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Acetolactate synthase,True,True,True,True
10282,CHEMBL3050300,12967,B,Homo sapiens,33,33,False,0.0,0.0,0.0,9,12967.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  chk1,CAMK protein kinase CHK1 subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
10283,CHEMBL3052668,17080,B,Oryctolagus cuniculus,93,93,False,0.0,93.0,100.0,9,,,,,,,,,,,,,,
10284,CHEMBL3053599,10580,B,Homo sapiens,48,48,False,0.0,23.0,47.91666666666666,9,,,,,,,,,,,,,,
10285,CHEMBL3053620,10980,B,Homo sapiens,35,35,False,0.0,35.0,100.0,9,10980.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10286,CHEMBL3053621,10980,B,Homo sapiens,32,32,False,0.0,32.0,100.0,9,10980.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10287,CHEMBL3055360,106649,B,Human immunodeficiency virus 1,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
10288,CHEMBL3055410,12543,B,Rattus norvegicus,55,55,False,0.0,25.0,45.45454545454545,9,12543.0,"('1.1.1.21', '1.1.1.300', '1.1.1.372', '1.1.1.54')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('Aldose reductase', 'NADP-retinol dehydrogenase', 'D/L-glyceraldehyde reductase', 'Allyl-alcohol dehydrogenase')",False,True,True,True
10289,CHEMBL3055684,11291,B,Homo sapiens,38,38,False,0.0,0.0,0.0,9,11291.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
10290,CHEMBL3055685,100193,B,Homo sapiens,38,38,False,0.0,2.0,5.2631578947368425,9,100193.0,3.1.1.23,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acylglycerol lipase,True,True,True,True
10291,CHEMBL3055839,17080,B,Oryctolagus cuniculus,55,55,False,0.0,55.0,100.0,9,,,,,,,,,,,,,,
10292,CHEMBL3055898,13061,B,Homo sapiens,55,55,False,0.0,27.0,49.09090909090909,9,13061.0,3.1.3.48,EC_NUMBER,enzyme  phosphatase  protein phosphatase  tyr,Tyrosine protein phosphatase,3,hydrolase,phosphatase_tyr,phosphatase,Protein-tyrosine-phosphatase,True,True,True,True
10293,CHEMBL3056264,12806,B,Bos taurus,62,62,False,0.0,60.0,96.77419354838707,9,,,,,,,,,,,,,,
10294,CHEMBL3056339,242,B,Homo sapiens,10,10,False,0.0,10.0,100.0,9,242.0,"('1.1.1.21', '1.1.1.300', '1.1.1.372', '1.1.1.54')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('Aldose reductase', 'NADP-retinol dehydrogenase', 'D/L-glyceraldehyde reductase', 'Allyl-alcohol dehydrogenase')",False,True,True,True
10295,CHEMBL3056386,9,B,Homo sapiens,34,34,False,0.0,0.0,0.0,9,9.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  egfr,Tyrosine protein kinase EGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10296,CHEMBL3056799,115,B,Homo sapiens,81,81,False,0.0,81.0,100.0,9,,,,,,,,,,,,,,
10297,CHEMBL3057027,133,B,Homo sapiens,27,27,False,0.0,13.0,48.14814814814815,9,,,,,,,,,,,,,,
10298,CHEMBL3061739,11213,B,Homo sapiens,52,52,False,0.0,2.0,3.8461538461538463,9,,,,,,,,,,,,,,
10299,CHEMBL3061740,11213,B,Homo sapiens,17,17,False,0.0,8.0,47.058823529411775,9,,,,,,,,,,,,,,
10300,CHEMBL3062224,125,B,Homo sapiens,37,37,False,0.0,37.0,100.0,9,,,,,,,,,,,,,,
10301,CHEMBL3062548,126,B,Homo sapiens,48,48,False,0.0,24.0,50.0,9,126.0,1.14.99.1,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Prostaglandin-endoperoxide synthase,True,True,True,True
10302,CHEMBL3062587,13061,B,Homo sapiens,76,76,False,0.0,38.0,50.0,9,13061.0,3.1.3.48,EC_NUMBER,enzyme  phosphatase  protein phosphatase  tyr,Tyrosine protein phosphatase,3,hydrolase,phosphatase_tyr,phosphatase,Protein-tyrosine-phosphatase,True,True,True,True
10303,CHEMBL3062688,12227,B,Homo sapiens,67,67,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
10304,CHEMBL3062689,163,B,Homo sapiens,54,54,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
10305,CHEMBL3062690,133,B,Homo sapiens,63,63,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
10306,CHEMBL3063097,12097,B,Hepatitis C virus,94,94,False,0.0,11.0,11.702127659574463,9,12097.0,2.7.7.48,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,RNA-directed RNA polymerase,True,True,True,True
10307,CHEMBL3063098,11636,B,Homo sapiens,78,78,False,0.0,77.0,98.71794871794872,9,11636.0,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkc  alpha,AGC protein kinase PKC alpha subfamily,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
10308,CHEMBL3063284,106615,B,Plasmodium falciparum,80,80,False,0.0,40.0,50.0,9,106615.0,3.4.22.-,EC_NUMBER,enzyme  protease  cysteine  ca  c1,Cysteine protease C1 family,3,hydrolase,protease_cysteine,protease,unknown EC number,True,True,True,True
10309,CHEMBL3063318,17144,B,Toxoplasma gondii,50,50,False,0.0,25.0,50.0,9,17144.0,2.7.1.20,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Adenosine kinase,True,True,True,True
10310,CHEMBL3065646,105521,B,Zea mays,35,35,False,0.0,17.0,48.57142857142857,9,105521.0,1.3.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Protoporphyrinogen oxidase,True,True,True,True
10311,CHEMBL3066033,106625,B,Spinacia oleracea,74,74,False,0.0,19.0,25.67567567567568,9,106625.0,1.10.3.9,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Photosystem II,True,True,True,True
10312,CHEMBL3066844,104383,B,Homo sapiens,60,60,False,0.0,30.0,50.0,9,104383.0,1.3.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Protoporphyrinogen oxidase,True,True,True,True
10313,CHEMBL3067960,105520,B,Arabidopsis thaliana,50,50,False,0.0,0.0,0.0,9,105520.0,1.5.1.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Pyrroline-5-carboxylate reductase,True,True,True,True
10314,CHEMBL3068556,17080,B,Oryctolagus cuniculus,78,78,False,0.0,78.0,100.0,9,,,,,,,,,,,,,,
10315,CHEMBL3069534,105559,B,Zea mays,32,32,False,0.0,2.0,6.25,9,105559.0,6.3.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,Glutamine synthetase,True,True,True,True
10316,CHEMBL3069689,11192,B,Homo sapiens,40,40,False,0.0,20.0,50.0,9,11192.0,3.4.24.71,EC_NUMBER,enzyme  protease  metallo  mae  m13,Metallo protease M13 family,3,hydrolase,protease_metallo,protease,Endothelin-converting enzyme 1,True,True,True,True
10317,CHEMBL3069984,93,B,Homo sapiens,58,58,False,0.0,29.0,50.0,9,93.0,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
10318,CHEMBL3069985,10667,B,Rattus norvegicus,89,89,False,0.0,44.0,49.43820224719102,9,10667.0,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
10319,CHEMBL3070221,87,B,Homo sapiens,50,50,False,0.0,48.0,96.0,9,,,,,,,,,,,,,,
10320,CHEMBL3070227,12622,B,Homo sapiens,61,61,False,0.0,30.0,49.18032786885247,9,12622.0,2.7.7.49,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,RNA-directed DNA polymerase,True,True,True,True
10321,CHEMBL3070436,10188,B,Homo sapiens,41,41,False,0.0,41.0,100.0,9,10188.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
10322,CHEMBL3070722,10462,B,Bombyx mori,81,81,False,0.0,70.0,86.41975308641976,9,,,,,,,,,,,,,,
10323,CHEMBL3070746,105550,B,Spodoptera littoralis,40,40,False,0.0,20.0,50.0,9,,,,,,,,,,,,,,
10324,CHEMBL3070748,105550,B,Spodoptera littoralis,40,40,False,0.0,36.0,90.0,9,,,,,,,,,,,,,,
10325,CHEMBL3070749,10462,B,Bombyx mori,40,40,False,0.0,20.0,50.0,9,,,,,,,,,,,,,,
10326,CHEMBL3070751,10462,B,Bombyx mori,40,40,False,0.0,35.0,87.5,9,,,,,,,,,,,,,,
10327,CHEMBL3072948,106650,B,Periplaneta americana,35,35,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
10328,CHEMBL3073105,72,B,Homo sapiens,51,51,False,0.0,51.0,100.0,9,,,,,,,,,,,,,,
10329,CHEMBL3073107,88,B,Homo sapiens,38,38,False,0.0,4.0,10.526315789473683,9,,,,,,,,,,,,,,
10330,CHEMBL3073280,106605,B,Spinacia oleracea,67,67,False,0.0,33.0,49.253731343283576,9,,,,,,,,,,,,,,
10331,CHEMBL3073671,106661,B,Human immunodeficiency virus 1,50,50,False,0.0,50.0,100.0,9,,,,,,,,,,,,,,
10332,CHEMBL3073917,101542,B,Equus caballus,35,35,False,0.0,1.0,2.8571428571428568,9,101542.0,3.1.1.8,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Cholinesterase,True,True,True,True
10333,CHEMBL3073918,17018,B,Electrophorus electricus,35,35,False,0.0,9.0,25.714285714285715,9,17018.0,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
10334,CHEMBL3074361,106647,B,Hepatitis C virus genotype 1,4,4,False,0.0,2.0,50.0,9,106647.0,2.7.7.48,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,RNA-directed RNA polymerase,True,True,True,True
10335,CHEMBL3074514,12166,B,Rattus norvegicus,61,61,False,0.0,30.0,49.18032786885247,9,12166.0,"('1.13.11.-', '1.13.11.34')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('unknown EC number', 'Arachidonate 5-lipoxygenase')",False,True,True,True
10336,CHEMBL3074800,11140,B,Homo sapiens,37,37,False,0.0,36.0,97.29729729729728,9,11140.0,3.4.14.5,EC_NUMBER,enzyme  protease  serine  sc  s9b,Serine protease S9B subfamily,3,hydrolase,protease_serine,protease,Dipeptidyl-peptidase IV,True,True,True,True
10337,CHEMBL3075135,106552,B,Musca domestica,39,39,False,0.0,7.0,17.94871794871795,9,,,,,,,,,,,,,,
10338,CHEMBL3075343,12543,B,Rattus norvegicus,38,38,False,0.0,19.0,50.0,9,12543.0,"('1.1.1.21', '1.1.1.300', '1.1.1.372', '1.1.1.54')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('Aldose reductase', 'NADP-retinol dehydrogenase', 'D/L-glyceraldehyde reductase', 'Allyl-alcohol dehydrogenase')",False,True,True,True
10339,CHEMBL3076029,10580,B,Homo sapiens,38,38,False,0.0,38.0,100.0,9,,,,,,,,,,,,,,
10340,CHEMBL3076630,103677,B,Pseudomonas aeruginosa,49,49,False,0.0,24.0,48.97959183673469,9,103677.0,3.5.2.6,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Beta-lactamase,True,True,True,True
10341,CHEMBL3076632,126,B,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,9,126.0,1.14.99.1,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Prostaglandin-endoperoxide synthase,True,True,True,True
10342,CHEMBL3077270,10580,B,Homo sapiens,66,66,False,0.0,63.0,95.45454545454544,9,,,,,,,,,,,,,,
10343,CHEMBL3077606,133,B,Homo sapiens,48,48,False,0.0,48.0,100.0,9,,,,,,,,,,,,,,
10344,CHEMBL3077607,163,B,Homo sapiens,49,49,False,0.0,24.0,48.97959183673469,9,,,,,,,,,,,,,,
10345,CHEMBL3078155,120,B,Homo sapiens,61,61,False,0.0,61.0,100.0,9,120.0,1.3.1.22,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+)),True,True,True,True
10346,CHEMBL3081620,105540,B,Capsicum annuum,45,45,False,0.0,0.0,0.0,9,105540.0,1.3.5.6,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"9,9'-di-cis-zeta-carotene desaturase",True,True,True,True
10347,CHEMBL3083297,12932,B,Bos taurus,54,54,False,0.0,26.0,48.14814814814815,9,12932.0,7.1.1.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,7,translocase,reductase,reductase,NADH:ubiquinone reductase (H(+)-translocating),True,True,True,True
10348,CHEMBL3088371,238,B,Homo sapiens,27,27,False,0.0,13.0,48.14814814814815,9,238.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10349,CHEMBL3088372,101021,B,Mus musculus,56,56,False,0.0,56.0,100.0,9,101021.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10350,CHEMBL3088374,12840,B,Homo sapiens,56,56,False,0.0,56.0,100.0,9,12840.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10351,CHEMBL3088543,11882,B,Homo sapiens,4,4,False,0.0,2.0,50.0,9,11882.0,"('2.3.1.-', '2.7.1.91')",EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'Sphingosine kinase')",False,True,True,True
10352,CHEMBL3088546,11291,B,Homo sapiens,39,39,False,0.0,19.0,48.71794871794872,9,11291.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
10353,CHEMBL3088597,106649,B,Human immunodeficiency virus 1,52,52,False,0.0,25.0,48.07692307692307,9,,,,,,,,,,,,,,
10354,CHEMBL3088598,106660,B,Human immunodeficiency virus 1,49,49,False,0.0,24.0,48.97959183673469,9,,,,,,,,,,,,,,
10355,CHEMBL3088701,100444,B,Homo sapiens,3,3,False,0.0,1.0,33.333333333333336,9,100444.0,3.2.2.6,EC_NUMBER,membrane receptor  toll-like and il-1,Toll-like and Il-1 receptors,3,hydrolase,membrane_receptor,membrane,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,True,True,True,True
10356,CHEMBL3088891,101097,F,Homo sapiens,28,28,False,0.0,26.0,92.85714285714286,9,,,,,,,,,,,,,,
10357,CHEMBL3088892,101097,B,Homo sapiens,24,24,False,0.0,21.0,87.5,9,,,,,,,,,,,,,,
10358,CHEMBL3089423,12476,B,Rattus norvegicus,7,7,False,0.0,7.0,100.0,9,,,,,,,,,,,,,,
10359,CHEMBL3089424,12476,B,Rattus norvegicus,13,13,False,0.0,13.0,100.0,9,,,,,,,,,,,,,,
10360,CHEMBL3089425,11280,B,Homo sapiens,40,40,False,0.0,39.0,97.5,9,,,,,,,,,,,,,,
10361,CHEMBL3089621,103454,B,Homo sapiens,34,34,False,0.0,17.0,50.0,9,,,,,,,,,,,,,,
10362,CHEMBL3089622,103454,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,,,,,,,,,,,,,,
10363,CHEMBL3090387,10188,B,Homo sapiens,67,67,False,0.0,65.0,97.0149253731343,9,10188.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
10364,CHEMBL3090388,10188,B,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,9,10188.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
10365,CHEMBL3090413,10980,B,Homo sapiens,38,38,False,0.0,1.0,2.631578947368421,9,10980.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10366,CHEMBL3091164,219,B,Homo sapiens,68,68,False,0.0,68.0,100.0,9,,,,,,,,,,,,,,
10367,CHEMBL3094752,20174,B,Homo sapiens,41,41,False,0.0,41.0,100.0,9,,,,,,,,,,,,,,
10368,CHEMBL3094753,20174,B,Homo sapiens,46,46,False,0.0,46.0,100.0,9,,,,,,,,,,,,,,
10369,CHEMBL3094774,100912,B,Homo sapiens,46,46,False,0.0,23.0,50.0,9,100912.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10370,CHEMBL3094775,100410,B,Homo sapiens,46,46,False,0.0,23.0,50.0,9,100410.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10371,CHEMBL3094776,100948,B,Homo sapiens,46,46,False,0.0,42.0,91.30434782608695,9,100948.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
10372,CHEMBL3095442,12198,B,Rattus norvegicus,42,42,False,0.0,42.0,100.0,9,,,,,,,,,,,,,,
10373,CHEMBL3095443,12198,B,Rattus norvegicus,42,42,False,0.0,42.0,100.0,9,,,,,,,,,,,,,,
10374,CHEMBL3095478,12167,B,Rattus norvegicus,42,42,False,0.0,1.0,2.380952380952381,9,,,,,,,,,,,,,,
10375,CHEMBL3095542,10280,F,Homo sapiens,33,33,False,0.0,31.0,93.93939393939394,9,,,,,,,,,,,,,,
10376,CHEMBL3095740,15,B,Homo sapiens,28,28,False,0.0,2.0,7.142857142857142,9,15.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
10377,CHEMBL3095873,104,B,Homo sapiens,37,37,False,0.0,8.0,21.621621621621625,9,104.0,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
