chembl_id,target_id,confidence,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL2219073,100069,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  fer,Tyrosine protein kinase Fer family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219078,12670,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219079,12670,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219080,11752,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219081,11752,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219082,12840,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219083,12840,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219084,11755,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219085,11755,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219086,100947,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  khs,STE protein kinase KHS subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219087,100947,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  khs,STE protein kinase KHS subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219090,102447,9,2.7.11.16,EC_NUMBER,enzyme  kinase  protein kinase  agc  grk  grk,AGC protein kinase GRK subfamily,2,transferase,kinase_agc,kinase,[G-protein-coupled receptor] kinase,True,True,True,True
CHEMBL2219091,102447,9,2.7.11.16,EC_NUMBER,enzyme  kinase  protein kinase  agc  grk  grk,AGC protein kinase GRK subfamily,2,transferase,kinase_agc,kinase,[G-protein-coupled receptor] kinase,True,True,True,True
CHEMBL2219094,11017,9,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  gsk,CMGC protein kinase GSK family,2,transferase,kinase_cmgc,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
CHEMBL2219095,11017,9,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  gsk,CMGC protein kinase GSK family,2,transferase,kinase_cmgc,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
CHEMBL2219096,10197,9,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  gsk,CMGC protein kinase GSK family,2,transferase,kinase_cmgc,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
CHEMBL2219097,10197,9,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  gsk,CMGC protein kinase GSK family,2,transferase,kinase_cmgc,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
CHEMBL2219100,100852,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  dyrk  hipk,CMGC protein kinase HIPK subfamily,2,transferase,kinase_cmgc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219101,100852,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  dyrk  hipk,CMGC protein kinase HIPK subfamily,2,transferase,kinase_cmgc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219106,11785,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219107,11785,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219108,11785,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219109,11785,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219110,234,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219111,234,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219112,10216,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkc  iota,AGC protein kinase PKC iota subfamily,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
CHEMBL2219117,10901,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkc  iota,AGC protein kinase PKC iota subfamily,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
CHEMBL2219118,10901,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkc  iota,AGC protein kinase PKC iota subfamily,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
CHEMBL2219121,100415,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  camk  pkd,CAMK protein kinase PKD family,2,transferase,kinase_camk,kinase,Protein kinase C,True,True,True,True
CHEMBL2219122,100415,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  camk  pkd,CAMK protein kinase PKD family,2,transferase,kinase_camk,kinase,Protein kinase C,True,True,True,True
CHEMBL2219123,11019,9,2.7.11.12,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkg,AGC protein kinase PKG family,2,transferase,kinase_agc,kinase,cGMP-dependent protein kinase,True,True,True,True
CHEMBL2219124,11019,9,2.7.11.12,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkg,AGC protein kinase PKG family,2,transferase,kinase_agc,kinase,cGMP-dependent protein kinase,True,True,True,True
CHEMBL2219125,11019,9,2.7.11.12,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkg,AGC protein kinase PKG family,2,transferase,kinase_agc,kinase,cGMP-dependent protein kinase,True,True,True,True
CHEMBL2219126,11019,9,2.7.11.12,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkg,AGC protein kinase PKG family,2,transferase,kinase_agc,kinase,cGMP-dependent protein kinase,True,True,True,True
CHEMBL2219127,11105,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219128,11105,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219129,10842,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkn,AGC protein kinase PKN family,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
CHEMBL2219130,10842,9,2.7.11.13,EC_NUMBER,enzyme  kinase  protein kinase  agc  pkn,AGC protein kinase PKN family,2,transferase,kinase_agc,kinase,Protein kinase C,True,True,True,True
CHEMBL2219131,30012,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219132,30012,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219133,12735,9,2.7.11.19,EC_NUMBER,enzyme  kinase  protein kinase  camk  phk,CAMK protein kinase PHk family,2,transferase,kinase_camk,kinase,Phosphorylase kinase,True,True,True,True
CHEMBL2219134,12735,9,2.7.11.19,EC_NUMBER,enzyme  kinase  protein kinase  camk  phk,CAMK protein kinase PHk family,2,transferase,kinase_camk,kinase,Phosphorylase kinase,True,True,True,True
CHEMBL2219135,10839,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219136,10839,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219139,100855,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219140,100855,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219141,10907,9,2.7.11.21,EC_NUMBER,enzyme  kinase  protein kinase  other  plk,Other protein kinase PLK family,2,transferase,kinase_other,kinase,Polo kinase,True,True,True,True
CHEMBL2219142,10907,9,2.7.11.21,EC_NUMBER,enzyme  kinase  protein kinase  other  plk,Other protein kinase PLK family,2,transferase,kinase_other,kinase,Polo kinase,True,True,True,True
CHEMBL2219147,100995,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  fak,Tyrosine protein kinase Fak family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219148,100995,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  fak,Tyrosine protein kinase Fak family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219151,10811,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219152,10811,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219153,11149,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219154,11149,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219155,100079,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  ret,Tyrosine protein kinase Ret family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219156,100079,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  ret,Tyrosine protein kinase Ret family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219157,11379,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  met,Tyrosine protein kinase Met family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219158,11379,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  met,Tyrosine protein kinase Met family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219165,12724,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  rsk', 'enzyme  kinase  protein kinase  camk  rskb  rskb')","('AGC protein kinase RSK subfamily', 'CAMK protein kinase RSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219166,12724,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  rsk', 'enzyme  kinase  protein kinase  camk  rskb  rskb')","('AGC protein kinase RSK subfamily', 'CAMK protein kinase RSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219169,10939,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  rsk', 'enzyme  kinase  protein kinase  camk  rskb  rskb')","('AGC protein kinase RSK subfamily', 'CAMK protein kinase RSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219170,10939,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  rsk', 'enzyme  kinase  protein kinase  camk  rskb  rskb')","('AGC protein kinase RSK subfamily', 'CAMK protein kinase RSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219177,11081,9,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL2219178,11081,9,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL2219181,101557,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  sgk,AGC protein kinase SGK family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219182,101557,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  sgk,AGC protein kinase SGK family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219183,102465,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  sgk,AGC protein kinase SGK family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219184,102465,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  sgk,AGC protein kinase SGK family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219187,100789,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  srpk,CMGC protein kinase SRPK family,2,transferase,kinase_cmgc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219188,100789,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  srpk,CMGC protein kinase SRPK family,2,transferase,kinase_cmgc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219195,10906,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219196,10906,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219199,101131,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  tao,STE protein kinase TAO subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219200,101131,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  tao,STE protein kinase TAO subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219209,234,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219210,234,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219213,10752,9,"('2.7.11.1', '2.7.11.10')",EC_NUMBER,enzyme  kinase  protein kinase  other,Other protein kinase group,2,transferase,kinase_other,kinase,"('Non-specific serine/threonine protein kinase', 'I-kappa-B kinase')",False,True,True,True
CHEMBL2219214,10752,9,"('2.7.11.1', '2.7.11.10')",EC_NUMBER,enzyme  kinase  protein kinase  other,Other protein kinase group,2,transferase,kinase_other,kinase,"('Non-specific serine/threonine protein kinase', 'I-kappa-B kinase')",False,True,True,True
CHEMBL2219215,35,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219216,35,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219217,35,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219218,35,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219219,19623,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219220,19623,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219221,19639,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219222,19639,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219227,10938,9,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
CHEMBL2219228,10938,9,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
CHEMBL2219229,10849,9,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
CHEMBL2219230,10849,9,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
CHEMBL2219233,11407,9,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  jnk,CMGC protein kinase JNK subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL2219234,11407,9,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  jnk,CMGC protein kinase JNK subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL2219237,10980,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219238,10980,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2219239,30018,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  lisk  limk,TKL protein kinase LIMK subfamily,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219240,30018,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  lisk  limk,TKL protein kinase LIMK subfamily,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219245,10140,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219246,10140,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219247,10140,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219248,10140,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219249,11842,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219250,11842,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2219255,11082,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219256,11082,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219257,100834,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219258,100834,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219261,11409,9,2.7.12.2,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste7,STE protein kinase STE7 family,2,transferase,kinase_ste,kinase,Mitogen-activated protein kinase kinase,True,True,True,True
CHEMBL2219262,11409,9,2.7.12.2,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste7,STE protein kinase STE7 family,2,transferase,kinase_ste,kinase,Mitogen-activated protein kinase kinase,True,True,True,True
CHEMBL2219263,100854,9,"('2.7.10.2', '2.7.11.1')",EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  melk,CAMK protein kinase MELK subfamily,2,transferase,kinase_camk,kinase,"('Non-specific protein-tyrosine kinase', 'Non-specific serine/threonine protein kinase')",False,True,True,True
CHEMBL2219264,100854,9,"('2.7.10.2', '2.7.11.1')",EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  melk,CAMK protein kinase MELK subfamily,2,transferase,kinase_camk,kinase,"('Non-specific protein-tyrosine kinase', 'Non-specific serine/threonine protein kinase')",False,True,True,True
CHEMBL2219265,101220,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  msn,STE protein kinase MSN subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219266,101220,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  msn,STE protein kinase MSN subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2219279,10850,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  msk', 'enzyme  kinase  protein kinase  camk  rskb  mskb')","('AGC protein kinase MSK subfamily', 'CAMK protein kinase MSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219280,10850,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  msk', 'enzyme  kinase  protein kinase  camk  rskb  mskb')","('AGC protein kinase MSK subfamily', 'CAMK protein kinase MSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
CHEMBL2219281,10782,9,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  msk', 'enzyme  kinase  protein kinase  camk  rskb  mskb')","('AGC protein kinase MSK subfamily', 'CAMK protein kinase MSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
