chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL1909085,12514,B,Rattus norvegicus,92,92,False,0.0,92.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1909086,12474,B,Rattus norvegicus,84,84,False,0.0,84.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1909095,12543,B,Rattus norvegicus,20,20,False,0.0,10.0,50.0,9,12543.0,"('1.1.1.21', '1.1.1.300', '1.1.1.372', '1.1.1.54')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('Aldose reductase', 'NADP-retinol dehydrogenase', 'D/L-glyceraldehyde reductase', 'Allyl-alcohol dehydrogenase')",False,True,True,True
CHEMBL1909116,248,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,248.0,"('4.2.1.152', '5.3.99.5')",EC_NUMBER,enzyme  cytochrome p450  cyp_5  cyp_5a  cyp_5a1,Cytochrome P450 5A1,"('4', '5')","('lyase', 'isomerase')",cytochrome_p450,cytochrome,"('Hydroperoxy icosatetraenoate dehydratase', 'Thromboxane-A synthase')",False,True,False,True
CHEMBL1909123,15,B,Homo sapiens,11,11,False,0.0,5.0,45.45454545454545,9,15.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
CHEMBL1909130,96,B,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,9,96.0,1.14.99.1,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Prostaglandin-endoperoxide synthase,True,True,True,True
CHEMBL1909163,104321,B,Cavia porcellus,2,2,False,0.0,1.0,50.0,9,104321.0,"('2.5.1.-', '4.4.1.20')",EC_NUMBER,enzyme  lyase,Lyase,"('2', '4')","('transferase', 'lyase')",lyase,lyase,"('unknown EC number', 'Leukotriene-C(4) synthase')",False,True,False,True
CHEMBL1909165,20075,B,Oryctolagus cuniculus,43,43,False,0.0,21.0,48.83720930232558,9,20075.0,"('1.13.11.-', '1.13.11.12', '1.13.11.31', '1.13.11.33')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('unknown EC number', 'Linoleate 13S-lipoxygenase', 'Arachidonate 12-lipoxygenase', 'Arachidonate 15-lipoxygenase')",False,True,True,True
CHEMBL1909186,3,B,Homo sapiens,7,7,False,0.0,3.0,42.85714285714285,9,3.0,3.1.4.35,EC_NUMBER,enzyme  phosphodiesterase  pde_5  pde_5a,Phosphodiesterase 5A,3,hydrolase,phosphodiesterase_pde_5,phosphodiesterase,"3',5'-cyclic-GMP phosphodiesterase",True,True,True,True
CHEMBL1909191,104322,B,Bos taurus,54,54,False,0.0,54.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1909192,10438,B,Oryctolagus cuniculus,6,6,False,0.0,3.0,50.0,9,10438.0,"('3.2.1.-', '3.4.15.1')",EC_NUMBER,enzyme  protease  metallo  mae  m2,Metallo protease M2 family,3,hydrolase,protease_metallo,protease,"('unknown EC number', 'Peptidyl-dipeptidase A')",False,True,True,True
CHEMBL1909196,13000,B,Homo sapiens,5,5,False,0.0,2.0,40.0,9,13000.0,3.4.24.7,EC_NUMBER,enzyme  protease  metallo  mam  m10a,Metallo protease M10A subfamily,3,hydrolase,protease_metallo,protease,Interstitial collagenase,True,True,True,True
CHEMBL1909210,10577,B,Rattus norvegicus,42,42,False,0.0,42.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1912449,11336,B,Homo sapiens,37,37,False,0.0,37.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1912686,11573,B,Homo sapiens,39,39,False,0.0,39.0,100.0,9,11573.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1912726,12029,B,Homo sapiens,37,37,False,0.0,0.0,0.0,9,12029.0,3.4.21.10,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Acrosin,True,True,True,True
CHEMBL1912854,11489,B,Homo sapiens,36,36,False,0.0,36.0,100.0,9,11489.0,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL1912863,11037,B,Homo sapiens,40,40,False,0.0,15.0,37.5,9,11037.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1912864,12425,B,Homo sapiens,40,40,False,0.0,34.0,85.0,9,12425.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1912865,11573,B,Homo sapiens,40,40,False,0.0,0.0,0.0,9,11573.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1912922,11910,B,Homo sapiens,63,63,False,0.0,63.0,100.0,9,11910.0,3.1.4.53,EC_NUMBER,enzyme  phosphodiesterase  pde_7  pde_7a,Phosphodiesterase 7A,3,hydrolase,phosphodiesterase_pde_7,phosphodiesterase,"3',5'-cyclic-AMP phosphodiesterase",True,True,True,True
CHEMBL1912923,276,B,Homo sapiens,63,63,False,0.0,25.0,39.68253968253968,9,276.0,3.1.4.53,EC_NUMBER,enzyme  phosphodiesterase  pde_4  pde_4a,Phosphodiesterase 4A,3,hydrolase,phosphodiesterase_pde_4,phosphodiesterase,"3',5'-cyclic-AMP phosphodiesterase",True,True,True,True
CHEMBL1913189,100484,B,Canavalia ensiformis,32,32,False,0.0,16.0,50.0,9,100484.0,3.5.1.5,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Urease,True,True,True,True
CHEMBL1913237,11489,B,Homo sapiens,34,34,False,0.0,34.0,100.0,9,11489.0,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL1913238,11862,B,Mus musculus,33,33,False,0.0,33.0,100.0,9,11862.0,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL1913533,11225,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,11225.0,3.4.23.15,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Renin,True,True,True,True
CHEMBL1913542,165,B,Homo sapiens,34,34,False,0.0,34.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1913654,11225,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,11225.0,3.4.23.15,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Renin,True,True,True,True
CHEMBL1914128,12576,B,Homo sapiens,42,42,False,0.0,21.0,50.0,9,12576.0,2.7.1.153,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"Phosphatidylinositol-4,5-bisphosphate 3-kinase",True,True,True,True
CHEMBL1914129,10551,B,Mus musculus,42,42,False,0.0,42.0,100.0,9,10551.0,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
CHEMBL1914161,25,B,Homo sapiens,39,39,False,0.0,36.0,92.30769230769228,9,,,,,,,,,,,,,,
CHEMBL1914162,25,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,,,,,,,,,,,,,,
CHEMBL1914165,25,B,Homo sapiens,39,39,False,0.0,25.0,64.1025641025641,9,,,,,,,,,,,,,,
CHEMBL1914166,25,B,Homo sapiens,38,38,False,0.0,8.0,21.05263157894737,9,,,,,,,,,,,,,,
CHEMBL1914167,25,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
CHEMBL1914168,25,B,Homo sapiens,33,33,False,0.0,6.0,18.181818181818183,9,,,,,,,,,,,,,,
CHEMBL1914169,25,B,Homo sapiens,36,36,False,0.0,36.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1914170,25,B,Homo sapiens,36,36,False,0.0,17.0,47.22222222222222,9,,,,,,,,,,,,,,
CHEMBL1917974,126,B,Homo sapiens,27,27,False,0.0,0.0,0.0,9,126.0,1.14.99.1,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Prostaglandin-endoperoxide synthase,True,True,True,True
CHEMBL1918003,20075,B,Oryctolagus cuniculus,14,14,False,0.0,0.0,0.0,9,20075.0,"('1.13.11.-', '1.13.11.12', '1.13.11.31', '1.13.11.33')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('unknown EC number', 'Linoleate 13S-lipoxygenase', 'Arachidonate 12-lipoxygenase', 'Arachidonate 15-lipoxygenase')",False,True,True,True
CHEMBL1918093,10188,B,Homo sapiens,34,34,False,0.0,32.0,94.11764705882356,9,10188.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL1918235,101037,B,Mus musculus,52,52,False,0.0,26.0,50.0,9,101037.0,1.6.5.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,NAD(P)H dehydrogenase (quinone),True,True,True,True
CHEMBL1918239,11039,B,Mus musculus,52,52,False,0.0,16.0,30.76923076923077,9,11039.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1918240,11039,B,Mus musculus,52,52,False,0.0,26.0,50.0,9,11039.0,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL1918488,100097,B,Homo sapiens,38,38,False,0.0,38.0,100.0,9,100097.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  tec,Tyrosine protein kinase Tec family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL1918958,100010,B,Homo sapiens,78,78,False,0.0,78.0,100.0,9,100010.0,"('3.1.4.17', '3.1.4.35')",EC_NUMBER,enzyme  phosphodiesterase  pde_10  pde_10a,Phosphodiesterase 10A,3,hydrolase,phosphodiesterase_pde_10,phosphodiesterase,"(""3',5'-cyclic-nucleotide phosphodiesterase"", ""3',5'-cyclic-GMP phosphodiesterase"")",False,True,True,True
CHEMBL1918960,10594,B,Homo sapiens,65,65,False,0.0,65.0,100.0,9,10594.0,3.1.4.17,EC_NUMBER,enzyme  phosphodiesterase  pde_2  pde_2a,Phosphodiesterase 2A,3,hydrolase,phosphodiesterase_pde_2,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",True,True,True,True
CHEMBL1919014,30043,B,Homo sapiens,57,57,False,0.0,57.0,100.0,9,30043.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1919015,10839,B,Homo sapiens,57,57,False,0.0,57.0,100.0,9,10839.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1919336,104375,B,Homo sapiens,50,50,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1919337,13010,F,Homo sapiens,39,39,False,0.0,18.0,46.15384615384615,9,,,,,,,,,,,,,,
CHEMBL1919378,20174,B,Homo sapiens,48,48,False,0.0,48.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1919496,19905,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1919838,11290,B,Homo sapiens,110,110,False,0.0,93.0,84.54545454545455,9,,,,,,,,,,,,,,
CHEMBL1920064,12252,B,Homo sapiens,50,50,False,0.0,50.0,100.0,9,12252.0,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL1920392,11631,F,Homo sapiens,39,39,False,0.0,39.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1920541,10209,B,Homo sapiens,35,35,False,0.0,34.0,97.14285714285714,9,,,,,,,,,,,,,,
CHEMBL1920639,20174,B,Homo sapiens,122,122,False,0.0,122.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1921536,19,B,Homo sapiens,34,34,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1921537,174,B,Homo sapiens,34,34,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1921659,11362,B,Homo sapiens,44,44,False,0.0,44.0,100.0,9,11362.0,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
CHEMBL1921660,11362,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,11362.0,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
CHEMBL1924273,219,B,Homo sapiens,85,85,False,0.0,85.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924335,146,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924336,146,F,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924404,12825,B,Homo sapiens,40,40,False,0.0,40.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924518,10102,B,Homo sapiens,44,44,False,0.0,43.0,97.72727272727272,9,,,,,,,,,,,,,,
CHEMBL1924521,10102,B,Homo sapiens,46,46,False,0.0,38.0,82.6086956521739,9,,,,,,,,,,,,,,
CHEMBL1924522,10102,B,Homo sapiens,23,23,False,0.0,23.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924524,10102,B,Homo sapiens,44,44,False,0.0,44.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1924723,11575,F,Homo sapiens,47,47,False,0.0,37.0,78.72340425531915,9,,,,,,,,,,,,,,
CHEMBL1924724,165,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
CHEMBL1924800,188,B,Homo sapiens,39,39,False,0.0,39.0,100.0,9,188.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  egfr,Tyrosine protein kinase EGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1925308,234,B,Homo sapiens,39,39,False,0.0,5.0,12.82051282051282,9,234.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1925310,35,B,Homo sapiens,37,37,False,0.0,0.0,0.0,9,35.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1925519,11054,F,Homo sapiens,34,34,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1925585,194,B,Homo sapiens,36,36,False,0.0,36.0,100.0,9,194.0,3.4.21.6,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor Xa,True,True,True,True
CHEMBL1925646,104380,B,Homo sapiens,53,53,False,0.0,46.0,86.7924528301887,9,,,,,,,,,,,,,,
CHEMBL1925647,104380,B,Homo sapiens,18,18,False,0.0,18.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1926198,194,B,Homo sapiens,36,36,False,0.0,35.0,97.22222222222224,9,194.0,3.4.21.6,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor Xa,True,True,True,True
CHEMBL1929731,17047,B,Ovis aries,33,33,False,0.0,7.0,21.21212121212121,9,17047.0,1.14.99.1,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Prostaglandin-endoperoxide synthase,True,True,True,True
CHEMBL1929737,104383,B,Homo sapiens,47,47,False,0.0,23.0,48.93617021276596,9,104383.0,1.3.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Protoporphyrinogen oxidase,True,True,True,True
CHEMBL1929756,48,B,Homo sapiens,34,34,False,0.0,30.0,88.23529411764706,9,,,,,,,,,,,,,,
CHEMBL1929791,11882,B,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,9,11882.0,"('2.3.1.-', '2.7.1.91')",EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'Sphingosine kinase')",False,True,True,True
CHEMBL1929793,102858,B,Mus musculus,41,41,False,0.0,17.0,41.46341463414634,9,102858.0,2.7.1.91,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,Sphingosine kinase,True,True,True,True
CHEMBL1930050,12967,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,12967.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  chk1,CAMK protein kinase CHK1 subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1930051,10531,B,Homo sapiens,27,27,False,0.0,7.0,25.92592592592593,9,10531.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  rad53,CAMK protein kinase RAD53 family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1930241,10580,F,Homo sapiens,37,37,False,0.0,37.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1930313,12622,B,Homo sapiens,40,40,False,0.0,0.0,0.0,9,12622.0,2.7.7.49,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,RNA-directed DNA polymerase,True,True,True,True
CHEMBL1930314,12622,B,Homo sapiens,40,40,False,0.0,16.0,40.0,9,12622.0,2.7.7.49,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,RNA-directed DNA polymerase,True,True,True,True
CHEMBL1930315,12622,B,Homo sapiens,40,40,False,0.0,20.0,50.0,9,12622.0,2.7.7.49,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,RNA-directed DNA polymerase,True,True,True,True
CHEMBL1931379,11,B,Homo sapiens,65,65,False,0.0,0.0,0.0,9,11.0,3.4.21.5,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Thrombin,True,True,True,True
CHEMBL1931869,252,B,Homo sapiens,37,37,False,0.0,36.0,97.29729729729728,9,,,,,,,,,,,,,,
CHEMBL1931870,280,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
CHEMBL1931872,278,F,Homo sapiens,37,37,False,0.0,15.0,40.54054054054054,9,,,,,,,,,,,,,,
CHEMBL1931936,10576,B,Rattus norvegicus,34,34,False,0.0,34.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1932081,17018,B,Electrophorus electricus,15,15,False,0.0,5.0,33.333333333333336,9,17018.0,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
CHEMBL1932082,20168,B,Equus caballus,12,12,False,0.0,1.0,8.333333333333334,9,20168.0,3.1.1.-,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,unknown EC number,True,True,True,True
CHEMBL1935924,104402,B,Mus musculus,19,19,False,0.0,9.0,47.368421052631575,9,104402.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  tec,Tyrosine protein kinase Tec family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL1936306,101277,B,Homo sapiens,31,31,False,0.0,15.0,48.38709677419354,9,101277.0,"('1.11.1.-', '2.5.1.18', '5.3.99.3')",EC_NUMBER,enzyme  isomerase,Isomerase,"('1', '2', '5')","('oxidoreductase', 'transferase', 'isomerase')",isomerase,isomerase,"('unknown EC number', 'Glutathione transferase', 'Prostaglandin-E synthase')",False,True,False,True
CHEMBL1936453,11727,B,Homo sapiens,72,72,False,0.0,36.0,50.0,9,11727.0,"('3.1.3.76', '3.3.2.10')",EC_NUMBER,enzyme  protease  serine  sc  s33,Serine protease S33 family,3,hydrolase,protease_serine,protease,"('Lipid-phosphate phosphatase', 'Soluble epoxide hydrolase')",False,True,True,True
CHEMBL1936672,11290,B,Homo sapiens,33,33,False,0.0,32.0,96.96969696969695,9,,,,,,,,,,,,,,
CHEMBL1936798,100974,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,100974.0,7.6.2.2,EC_NUMBER,transporter  ntpase  atp binding cassette  abcg,ABCG subfamily,7,translocase,transporter_ntpase,transporter,ABC-type xenobiotic transporter,True,True,True,True
CHEMBL1936799,100974,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,100974.0,7.6.2.2,EC_NUMBER,transporter  ntpase  atp binding cassette  abcg,ABCG subfamily,7,translocase,transporter_ntpase,transporter,ABC-type xenobiotic transporter,True,True,True,True
CHEMBL1936881,12252,B,Homo sapiens,47,47,False,0.0,2.0,4.25531914893617,9,12252.0,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL1936903,104399,B,Homo sapiens,48,48,False,0.0,48.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1936908,17045,A,Homo sapiens,32,32,False,0.0,3.0,9.375,9,17045.0,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
CHEMBL1936917,114,F,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1936918,114,F,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1936919,114,F,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1936920,114,F,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1936921,114,B,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1936922,252,B,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1937024,280,B,Homo sapiens,44,44,False,0.0,0.0,0.0,9,,,,,,,,,,,,,,
CHEMBL1937243,11289,B,Rattus norvegicus,34,34,False,0.0,17.0,50.0,9,11289.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL1937262,11082,B,Homo sapiens,26,26,False,0.0,13.0,50.0,9,11082.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1937976,100126,B,Homo sapiens,26,26,False,0.0,13.0,50.0,9,100126.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL1941244,65,B,Homo sapiens,39,39,False,0.0,6.0,15.384615384615383,9,65.0,1.14.14.14,EC_NUMBER,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,Cytochrome P450 19A1,1,oxidoreductase,cytochrome_p450,cytochrome,Aromatase,True,True,True,True
CHEMBL1941245,65,B,Homo sapiens,40,40,False,0.0,3.0,7.5,9,65.0,1.14.14.14,EC_NUMBER,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,Cytochrome P450 19A1,1,oxidoreductase,cytochrome_p450,cytochrome,Aromatase,True,True,True,True
CHEMBL1941483,101037,B,Mus musculus,39,39,False,0.0,19.0,48.71794871794872,9,101037.0,1.6.5.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,NAD(P)H dehydrogenase (quinone),True,True,True,True
CHEMBL1941484,101037,B,Mus musculus,41,41,False,0.0,20.0,48.78048780487804,9,101037.0,1.6.5.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,NAD(P)H dehydrogenase (quinone),True,True,True,True
CHEMBL1941568,19,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,,,,,,,,,,,,,,
CHEMBL1941569,19,B,Homo sapiens,38,38,False,0.0,18.0,47.368421052631575,9,,,,,,,,,,,,,,
CHEMBL1941890,11622,B,Homo sapiens,44,44,False,0.0,9.0,20.454545454545453,9,11622.0,2.7.11.17,EC_NUMBER,enzyme  kinase  protein kinase  camk  camk2,CAMK protein kinase CAMK2 family,2,transferase,kinase_camk,kinase,Calcium/calmodulin-dependent protein kinase,True,True,True,True
CHEMBL1942257,10331,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,10331.0,3.4.16.2,EC_NUMBER,enzyme  protease  serine  sc  s28,Serine protease S28 family,3,hydrolase,protease_serine,protease,Lysosomal Pro-Xaa carboxypeptidase,True,True,True,True
CHEMBL1942322,11978,B,Rattus norvegicus,46,46,False,0.0,46.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1942324,11978,F,Rattus norvegicus,46,46,False,0.0,46.0,100.0,9,,,,,,,,,,,,,,
CHEMBL1942547,103134,B,Homo sapiens,77,77,False,0.0,38.0,49.35064935064935,9,103134.0,2.7.1.40,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,Pyruvate kinase,True,True,True,True
